entry,value
player_id,505
web_name,Ayew
team,Crystal Palace
first_name,Jordan
second_name,Ayew
cost_end,5.7
value_form,0.3
value_season,8.1
cost_change_start,-0.3
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.2
total_points,46
ppg,2.3
minutes,1176
goals_scored,1
assists,3
clean_sheets,5
goals_conceded,13
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,2
bps,114
influence,140.2
creativity,207.3
threat,421.0
ict_index,76.7
ea_index,0
position,Forward
