entry,value
player_id,126
web_name,Kanté
team,Crystal Palace
first_name,N'Golo
second_name,Kanté
cost_end,4.9
value_form,0.5
value_season,23.7
cost_change_start,-1
cost_start,5.9
dreamteam_count,1
selected_by_percent,15.8
total_points,116
ppg,3.2
minutes,3092
goals_scored,4
assists,4
clean_sheets,14
goals_conceded,38
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,3
bps,563
influence,683.6
creativity,766.3
threat,412.0
ict_index,186.4
ea_index,0
position,Midfielder
