entry,value
player_id,414
web_name,Lanzini
team,West Brom
first_name,Manuel
second_name,Lanzini
cost_end,6.4
value_form,0.5
value_season,4.8
cost_change_start,-1
cost_start,7.4
dreamteam_count,0
selected_by_percent,0.1
total_points,31
ppg,3.1
minutes,685
goals_scored,1
assists,2
clean_sheets,2
goals_conceded,12
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,148
influence,141.0
creativity,118.2
threat,165.0
ict_index,42.4
ea_index,0
position,Midfielder
