entry,value
player_id,403
web_name,Ogbonna
team,West Ham
first_name,Angelo
second_name,Ogbonna
cost_end,4.2
value_form,0.1
value_season,11.4
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,1
selected_by_percent,0.8
total_points,48
ppg,2.0
minutes,1871
goals_scored,1
assists,1
clean_sheets,2
goals_conceded,36
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,2
bps,314
influence,462.4
creativity,54.2
threat,168.0
ict_index,68.5
ea_index,0
position,Defender
