entry,value
player_id,28
web_name,Daniels
team,Bournemouth
first_name,Charlie
second_name,Daniels
cost_end,4.1
value_form,0.0
value_season,10.7
cost_change_start,-0.4
cost_start,4.5
dreamteam_count,1
selected_by_percent,3.2
total_points,44
ppg,2.1
minutes,1583
goals_scored,1
assists,0
clean_sheets,4
goals_conceded,34
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,1
bps,278
influence,289.8
creativity,215.4
threat,156.0
ict_index,66.2
ea_index,0
position,Defender
