entry,value
player_id,461
web_name,Durm
team,Huddersfield
first_name,Erik
second_name,Durm
cost_end,4.4
value_form,0.1
value_season,11.1
cost_change_start,-0.1
cost_start,4.5
dreamteam_count,1
selected_by_percent,0.1
total_points,49
ppg,1.8
minutes,2049
goals_scored,0
assists,1
clean_sheets,3
goals_conceded,45
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,2
bps,297
influence,281.8
creativity,209.2
threat,114.0
ict_index,60.7
ea_index,0
position,Defender
