entry,value
player_id,140
web_name,Kelly
team,Crystal Palace
first_name,Martin
second_name,Kelly
cost_end,3.9
value_form,0.5
value_season,6.7
cost_change_start,-0.1
cost_start,4.0
dreamteam_count,0
selected_by_percent,5.0
total_points,26
ppg,2.0
minutes,1110
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,21
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,1
bps,166
influence,269.8
creativity,17.1
threat,34.0
ict_index,32.2
ea_index,0
position,Defender
