entry,value
player_id,75
web_name,Bardsley
team,Burnley
first_name,Phil
second_name,Bardsley
cost_end,4.2
value_form,0.0
value_season,7.9
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.1
total_points,33
ppg,1.7
minutes,1670
goals_scored,0
assists,0
clean_sheets,4
goals_conceded,27
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,9
red_cards,0
saves,0
bonus,0
bps,224
influence,267.8
creativity,139.6
threat,66.0
ict_index,47.4
ea_index,0
position,Defender
