,team_h_score,team_a_score,was_home,opponent_team
1,2,0,False,Bournemouth
2,0,0,True,Newcastle
3,0,0,False,Huddersfield
4,2,3,True,Arsenal
5,4,1,False,Chelsea
6,0,5,True,Man City
7,1,2,True,Burnley
8,1,0,False,Spurs
9,4,2,True,Fulham
10,4,1,False,Liverpool
11,0,1,True,Leicester
12,2,1,True,Brighton
13,1,0,False,Everton
14,2,1,True,Wolves
15,3,1,False,West Ham
16,1,0,True,Southampton
17,3,2,False,Watford
18,1,5,True,Man Utd
19,0,0,False,Crystal Palace
20,0,1,False,Leicester
21,0,3,True,Spurs
22,0,0,True,Huddersfield
23,3,0,False,Newcastle
24,2,1,False,Arsenal
25,2,0,True,Bournemouth
26,1,2,False,Southampton
27,1,5,True,Watford
28,0,3,True,Everton
29,2,0,False,Wolves
30,2,0,True,West Ham
31,1,2,True,Chelsea
32,2,0,False,Man City
33,2,0,False,Burnley
34,0,2,False,Brighton
35,0,2,True,Liverpool
36,1,0,False,Fulham
37,2,3,True,Crystal Palace
38,0,2,False,Man Utd
