entry,value
player_id,455
web_name,Le Marchand
team,Leicester
first_name,Maxime
second_name,Le Marchand
cost_end,4.2
value_form,0.5
value_season,9.0
cost_change_start,-3
cost_start,7.2
dreamteam_count,0
selected_by_percent,0.2
total_points,38
ppg,1.5
minutes,2250
goals_scored,0
assists,1
clean_sheets,3
goals_conceded,53
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,1
bps,409
influence,577.8
creativity,131.7
threat,99.0
ict_index,81.2
ea_index,0
position,Defender
