entry,value
player_id,227
web_name,Ndidi
team,Leicester
first_name,Wilfred
second_name,Ndidi
cost_end,4.9
value_form,0.3
value_season,18.2
cost_change_start,-0.1
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.8
total_points,89
ppg,2.3
minutes,3295
goals_scored,2
assists,0
clean_sheets,9
goals_conceded,47
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,8
red_cards,0
saves,0
bonus,4
bps,571
influence,726.0
creativity,342.4
threat,346.0
ict_index,141.6
ea_index,0
position,Midfielder
