entry,value
player_id,23
web_name,Aubameyang
team,Arsenal
first_name,Pierre-Emerick
second_name,Aubameyang
cost_end,10.8
value_form,0.5
value_season,19.0
cost_change_start,-2
cost_start,12.8
dreamteam_count,5
selected_by_percent,18.8
total_points,205
ppg,5.7
minutes,2722
goals_scored,22
assists,7
clean_sheets,7
goals_conceded,42
own_goals,0
penalties_saved,0
penalties_missed,1
yellow_cards,0
red_cards,0
saves,0
bonus,32
bps,756
influence,984.4
creativity,484.6
threat,1429.0
ict_index,289.6
ea_index,0
position,Forward
