entry,value
player_id,415
web_name,Antonio
team,West Ham
first_name,Michail
second_name,Antonio
cost_end,6.8
value_form,1.2
value_season,17.4
cost_change_start,-0.2
cost_start,7.0
dreamteam_count,1
selected_by_percent,1.2
total_points,118
ppg,3.6
minutes,2093
goals_scored,6
assists,8
clean_sheets,7
goals_conceded,30
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,6
bps,305
influence,482.0
creativity,346.2
threat,852.0
ict_index,167.0
ea_index,0
position,Midfielder
