entry,value
player_id,131
web_name,Hudson-Odoi
team,Chelsea
first_name,Callum
second_name,Hudson-Odoi
cost_end,4.2
value_form,0.1
value_season,4.3
cost_change_start,-0.3
cost_start,4.5
dreamteam_count,0
selected_by_percent,2.2
total_points,18
ppg,1.8
minutes,388
goals_scored,0
assists,1
clean_sheets,2
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,1
bps,83
influence,89.2
creativity,143.2
threat,133.0
ict_index,36.2
ea_index,0
position,Midfielder
