entry,value
player_id,39
web_name,Lewis Cook
team,Bournemouth
first_name,Lewis
second_name,Cook
cost_end,4.6
value_form,0.0
value_season,4.8
cost_change_start,-0.4
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.1
total_points,22
ppg,1.7
minutes,719
goals_scored,0
assists,0
clean_sheets,3
goals_conceded,10
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,91
influence,76.0
creativity,50.4
threat,36.0
ict_index,16.5
ea_index,0
position,Midfielder
