entry,value
player_id,268
web_name,Laporte
team,Newcastle
first_name,Aymeric
second_name,Laporte
cost_end,6.3
value_form,1.5
value_season,28.1
cost_change_start,8
cost_start,-1.7000000000000002
dreamteam_count,3
selected_by_percent,16.7
total_points,177
ppg,5.1
minutes,3056
goals_scored,3
assists,3
clean_sheets,18
goals_conceded,21
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,16
bps,768
influence,790.0
creativity,239.3
threat,278.0
ict_index,131.2
ea_index,0
position,Defender
