entry,value
player_id,299
web_name,Herrera
team,Man Utd
first_name,Ander
second_name,Herrera
cost_end,5.0
value_form,0.1
value_season,12.4
cost_change_start,0.0
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.5
total_points,62
ppg,2.8
minutes,1397
goals_scored,2
assists,3
clean_sheets,5
goals_conceded,18
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,6
bps,302
influence,399.2
creativity,234.6
threat,257.0
ict_index,89.2
ea_index,0
position,Midfielder
