entry,value
player_id,372
web_name,Kane
team,Spurs
first_name,Harry
second_name,Kane
cost_end,12.6
value_form,0.0
value_season,12.7
cost_change_start,1
cost_start,11.6
dreamteam_count,4
selected_by_percent,12.4
total_points,160
ppg,5.7
minutes,2423
goals_scored,17
assists,6
clean_sheets,9
goals_conceded,31
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,24
bps,561
influence,824.6
creativity,430.0
threat,1359.0
ict_index,261.3
ea_index,0
position,Forward
