entry,value
player_id,96
web_name,Jazz Richards
team,Chelsea
first_name,Ashley Darel Jazz
second_name,Richards
cost_end,3.9
value_form,0.1
value_season,0.5
cost_change_start,-1
cost_start,4.9
dreamteam_count,0
selected_by_percent,0.5
total_points,2
ppg,0.5
minutes,129
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,4
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,15
influence,14.8
creativity,1.6
threat,0.0
ict_index,1.8
ea_index,0
position,Defender
