entry,value
player_id,40
web_name,Fraser
team,Bournemouth
first_name,Ryan
second_name,Fraser
cost_end,6.4
value_form,0.8
value_season,28.3
cost_change_start,0.9
cost_start,5.5
dreamteam_count,6
selected_by_percent,23.7
total_points,181
ppg,4.8
minutes,3165
goals_scored,7
assists,14
clean_sheets,9
goals_conceded,64
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,23
bps,751
influence,930.6
creativity,1382.4
threat,696.0
ict_index,301.2
ea_index,0
position,Midfielder
