entry,value
player_id,223
web_name,Mahrez
team,Man City
first_name,Riyad
second_name,Mahrez
cost_end,8.2
value_form,0.4
value_season,12.4
cost_change_start,-0.8
cost_start,9.0
dreamteam_count,3
selected_by_percent,1.7
total_points,102
ppg,3.8
minutes,1331
goals_scored,7
assists,4
clean_sheets,4
goals_conceded,9
own_goals,0
penalties_saved,0
penalties_missed,1
yellow_cards,0
red_cards,0
saves,0
bonus,14
bps,349
influence,459.4
creativity,450.8
threat,731.0
ict_index,164.1
ea_index,0
position,Midfielder
