entry,value
player_id,49
web_name,Duffy
team,Brighton
first_name,Shane
second_name,Duffy
cost_end,4.7
value_form,0.3
value_season,24.5
cost_change_start,0.2
cost_start,4.5
dreamteam_count,4
selected_by_percent,8.1
total_points,115
ppg,3.3
minutes,3087
goals_scored,5
assists,2
clean_sheets,7
goals_conceded,55
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,1
saves,0
bonus,9
bps,582
influence,1024.4
creativity,84.1
threat,499.0
ict_index,160.9
ea_index,0
position,Defender
