entry,value
player_id,230
web_name,Choudhury
team,Leicester
first_name,Hamza
second_name,Choudhury
cost_end,4.3
value_form,0.6
value_season,4.7
cost_change_start,-0.2
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.1
total_points,20
ppg,2.2
minutes,593
goals_scored,0
assists,0
clean_sheets,4
goals_conceded,4
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,80
influence,119.6
creativity,73.7
threat,51.0
ict_index,24.6
ea_index,0
position,Midfielder
