entry,value
player_id,275
web_name,Sané
team,Man City
first_name,Leroy
second_name,Sané
cost_end,9.3
value_form,0.3
value_season,16.8
cost_change_start,-0.2
cost_start,9.5
dreamteam_count,3
selected_by_percent,7.3
total_points,156
ppg,5.0
minutes,1857
goals_scored,10
assists,12
clean_sheets,9
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,13
bps,520
influence,716.8
creativity,645.0
threat,1039.0
ict_index,240.3
ea_index,0
position,Midfielder
