entry,value
player_id,182
web_name,Cairney
team,Fulham
first_name,Tom
second_name,Cairney
cost_end,4.6
value_form,0.5
value_season,15.4
cost_change_start,-0.4
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.5
total_points,71
ppg,2.3
minutes,2188
goals_scored,1
assists,1
clean_sheets,5
goals_conceded,51
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,3
bps,389
influence,358.0
creativity,586.7
threat,199.0
ict_index,114.5
ea_index,0
position,Midfielder
