entry,value
player_id,406
web_name,Rice
team,West Ham
first_name,Declan
second_name,Rice
cost_end,4.4
value_form,0.6
value_season,20.9
cost_change_start,-0.1
cost_start,4.5
dreamteam_count,2
selected_by_percent,4.2
total_points,92
ppg,2.7
minutes,3003
goals_scored,2
assists,0
clean_sheets,6
goals_conceded,47
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,9
bps,586
influence,584.4
creativity,174.2
threat,213.0
ict_index,97.1
ea_index,0
position,Defender
