entry,value
player_id,324
web_name,Ki Sung-yueng
team,Newcastle
first_name,Sung-yueng
second_name,Ki
cost_end,4.7
value_form,0.2
value_season,8.1
cost_change_start,-0.3
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.1
total_points,38
ppg,2.1
minutes,1298
goals_scored,0
assists,1
clean_sheets,4
goals_conceded,20
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,1
bps,197
influence,163.2
creativity,258.4
threat,45.0
ict_index,46.7
ea_index,0
position,Midfielder
