entry,value
player_id,22
web_name,Lacazette
team,Arsenal
first_name,Alexandre
second_name,Lacazette
cost_end,9.4
value_form,0.2
value_season,17.7
cost_change_start,-1
cost_start,10.4
dreamteam_count,1
selected_by_percent,11.4
total_points,166
ppg,4.7
minutes,2497
goals_scored,13
assists,12
clean_sheets,6
goals_conceded,31
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,20
bps,560
influence,808.0
creativity,482.4
threat,1319.0
ict_index,260.6
ea_index,0
position,Forward
