entry,value
player_id,388
web_name,Cleverley
team,Watford
first_name,Tom
second_name,Cleverley
cost_end,5.0
value_form,0.1
value_season,5.0
cost_change_start,0.0
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.0
total_points,25
ppg,1.9
minutes,470
goals_scored,1
assists,0
clean_sheets,3
goals_conceded,7
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,2
bps,87
influence,97.4
creativity,33.4
threat,40.0
ict_index,17.2
ea_index,0
position,Midfielder
