entry,value
player_id,394
web_name,Deulofeu
team,Watford
first_name,Gerard
second_name,Deulofeu
cost_end,5.7
value_form,0.5
value_season,23.3
cost_change_start,0.2
cost_start,5.5
dreamteam_count,3
selected_by_percent,7.2
total_points,133
ppg,4.4
minutes,2064
goals_scored,10
assists,5
clean_sheets,9
goals_conceded,29
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,10
bps,344
influence,549.2
creativity,455.6
threat,856.0
ict_index,185.6
ea_index,0
position,Midfielder
