entry,value
player_id,345
web_name,Armstrong
team,Southampton
first_name,Stuart
second_name,Armstrong
cost_end,5.1
value_form,0.3
value_season,14.7
cost_change_start,-0.4
cost_start,5.5
dreamteam_count,1
selected_by_percent,0.2
total_points,75
ppg,2.6
minutes,1421
goals_scored,3
assists,4
clean_sheets,5
goals_conceded,26
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,269
influence,305.6
creativity,392.4
threat,379.0
ict_index,107.5
ea_index,0
position,Midfielder
