entry,value
player_id,84
web_name,Vokes
team,Burnley
first_name,Sam
second_name,Vokes
cost_end,5.3
value_form,0.0
value_season,9.1
cost_change_start,-0.2
cost_start,5.5
dreamteam_count,0
selected_by_percent,0.6
total_points,48
ppg,2.4
minutes,907
goals_scored,3
assists,0
clean_sheets,2
goals_conceded,20
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,7
bps,130
influence,152.0
creativity,108.6
threat,292.0
ict_index,54.3
ea_index,0
position,Forward
