entry,value
player_id,507
web_name,Bernard
team,Everton
first_name,Bernard
second_name,Anício Caldeira Duarte
cost_end,5.9
value_form,0.5
value_season,14.9
cost_change_start,-0.1
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.3
total_points,88
ppg,2.6
minutes,2108
goals_scored,1
assists,4
clean_sheets,13
goals_conceded,19
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,5
bps,319
influence,366.0
creativity,589.6
threat,377.0
ict_index,133.3
ea_index,0
position,Midfielder
