entry,value
player_id,15
web_name,Iwobi
team,Arsenal
first_name,Alex
second_name,Iwobi
cost_end,5.4
value_form,0.6
value_season,18.3
cost_change_start,-0.1
cost_start,5.5
dreamteam_count,0
selected_by_percent,1.5
total_points,99
ppg,2.8
minutes,1961
goals_scored,3
assists,8
clean_sheets,4
goals_conceded,32
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,3
bps,382
influence,469.0
creativity,596.7
threat,646.0
ict_index,171.1
ea_index,0
position,Midfielder
