entry,value
player_id,245
web_name,Alexander-Arnold
team,Liverpool
first_name,Trent
second_name,Alexander-Arnold
cost_end,5.8
value_form,2.0
value_season,31.9
cost_change_start,0.8
cost_start,5.0
dreamteam_count,8
selected_by_percent,26.9
total_points,185
ppg,6.4
minutes,2460
goals_scored,1
assists,13
clean_sheets,16
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,25
bps,753
influence,734.4
creativity,837.4
threat,276.0
ict_index,184.7
ea_index,0
position,Defender
