entry,value
player_id,262
web_name,Stones
team,Man City
first_name,John
second_name,Stones
cost_end,5.2
value_form,0.1
value_season,16.0
cost_change_start,-0.3
cost_start,5.5
dreamteam_count,0
selected_by_percent,4.6
total_points,83
ppg,3.5
minutes,1761
goals_scored,0
assists,0
clean_sheets,9
goals_conceded,15
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,9
bps,431
influence,376.6
creativity,115.5
threat,49.0
ict_index,54.1
ea_index,0
position,Defender
