entry,value
player_id,59
web_name,Groß
team,Brighton
first_name,Pascal
second_name,Groß
cost_end,6.7
value_form,0.7
value_season,11.9
cost_change_start,-3
cost_start,9.7
dreamteam_count,1
selected_by_percent,1.5
total_points,80
ppg,3.2
minutes,1864
goals_scored,3
assists,3
clean_sheets,3
goals_conceded,31
own_goals,0
penalties_saved,0
penalties_missed,1
yellow_cards,1
red_cards,0
saves,0
bonus,12
bps,347
influence,456.0
creativity,815.3
threat,344.0
ict_index,161.7
ea_index,0
position,Midfielder
