entry,value
player_id,208
web_name,Bacuna
team,Liverpool
first_name,Juninho
second_name,Bacuna
cost_end,4.2
value_form,0.5
value_season,9.3
cost_change_start,-3
cost_start,7.2
dreamteam_count,1
selected_by_percent,0.4
total_points,39
ppg,1.9
minutes,1410
goals_scored,1
assists,0
clean_sheets,0
goals_conceded,37
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,4
red_cards,0
saves,0
bonus,1
bps,179
influence,246.4
creativity,278.8
threat,131.0
ict_index,65.9
ea_index,0
position,Midfielder
