entry,value
player_id,25
web_name,Boruc
team,Bournemouth
first_name,Artur
second_name,Boruc
cost_end,4.1
value_form,0.2
value_season,11.2
cost_change_start,1
cost_start,3.0999999999999996
dreamteam_count,1
selected_by_percent,8.6
total_points,46
ppg,3.8
minutes,1080
goals_scored,0
assists,0
clean_sheets,4
goals_conceded,18
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,39
bonus,4
bps,218
influence,302.0
creativity,0.0
threat,0.0
ict_index,30.3
ea_index,0
position,Goalkeeper
