entry,value
player_id,122
web_name,Hazard
team,Crystal Palace
first_name,Eden
second_name,Hazard
cost_end,11.0
value_form,0.5
value_season,21.6
cost_change_start,5
cost_start,6.0
dreamteam_count,9
selected_by_percent,27.2
total_points,238
ppg,6.4
minutes,2918
goals_scored,16
assists,15
clean_sheets,12
goals_conceded,35
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,35
bps,879
influence,1306.2
creativity,1471.2
threat,1546.0
ict_index,432.7
ea_index,0
position,Midfielder
