entry,value
player_id,484
web_name,Digne
team,Everton
first_name,Lucas
second_name,Digne
cost_end,5.4
value_form,1.2
value_season,29.3
cost_change_start,0.4
cost_start,5.0
dreamteam_count,4
selected_by_percent,10.2
total_points,158
ppg,4.5
minutes,2964
goals_scored,4
assists,5
clean_sheets,13
goals_conceded,38
own_goals,1
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,1
saves,0
bonus,22
bps,736
influence,883.0
creativity,1142.0
threat,300.0
ict_index,232.7
ea_index,0
position,Defender
