entry,value
player_id,279
web_name,Zinchenko
team,Newcastle
first_name,Oleksandr
second_name,Zinchenko
cost_end,4.7
value_form,0.5
value_season,9.4
cost_change_start,-3
cost_start,7.7
dreamteam_count,0
selected_by_percent,0.2
total_points,44
ppg,3.1
minutes,1151
goals_scored,0
assists,3
clean_sheets,9
goals_conceded,4
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,1
bps,230
influence,279.2
creativity,278.6
threat,77.0
ict_index,63.5
ea_index,0
position,Midfielder
