entry,value
player_id,281
web_name,Jesus
team,Man City
first_name,Gabriel Fernando
second_name,de Jesus
cost_end,9.9
value_form,0.1
value_season,8.0
cost_change_start,-0.6
cost_start,10.5
dreamteam_count,2
selected_by_percent,1.6
total_points,79
ppg,2.7
minutes,1017
goals_scored,7
assists,3
clean_sheets,2
goals_conceded,11
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,7
bps,259
influence,395.2
creativity,300.5
threat,864.0
ict_index,156.3
ea_index,0
position,Forward
