entry,value
player_id,445
web_name,Foster
team,Watford
first_name,Ben
second_name,Foster
cost_end,4.6
value_form,0.4
value_season,28.0
cost_change_start,1
cost_start,3.5999999999999996
dreamteam_count,3
selected_by_percent,8.5
total_points,129
ppg,3.4
minutes,3420
goals_scored,0
assists,0
clean_sheets,7
goals_conceded,59
own_goals,0
penalties_saved,1
penalties_missed,0
yellow_cards,1
red_cards,0
saves,128
bonus,11
bps,703
influence,988.0
creativity,50.0
threat,1.0
ict_index,104.1
ea_index,0
position,Goalkeeper
