entry,value
player_id,331
web_name,Yoshida
team,Southampton
first_name,Maya
second_name,Yoshida
cost_end,4.1
value_form,0.1
value_season,10.7
cost_change_start,-0.4
cost_start,4.5
dreamteam_count,0
selected_by_percent,1.1
total_points,44
ppg,2.6
minutes,1518
goals_scored,0
assists,1
clean_sheets,3
goals_conceded,29
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,4
bps,278
influence,387.0
creativity,57.4
threat,189.0
ict_index,63.4
ea_index,0
position,Defender
