entry,value
player_id,591
web_name,Tielemans
team,Man City
first_name,Youri
second_name,Tielemans
cost_end,6.0
value_form,0.8
value_season,10.5
cost_change_start,0
cost_start,6.0
dreamteam_count,0
selected_by_percent,1.7
total_points,63
ppg,4.8
minutes,1087
goals_scored,3
assists,5
clean_sheets,3
goals_conceded,14
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,6
bps,267
influence,299.0
creativity,269.7
threat,249.0
ict_index,81.8
ea_index,0
position,Midfielder
