entry,value
player_id,412
web_name,Kouyaté
team,Crystal Palace
first_name,Cheikhou
second_name,Kouyaté
cost_end,4.7
value_form,0.2
value_season,14.3
cost_change_start,-0.3
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.2
total_points,67
ppg,2.2
minutes,1889
goals_scored,0
assists,3
clean_sheets,9
goals_conceded,30
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,0
bps,251
influence,337.4
creativity,198.5
threat,222.0
ict_index,75.6
ea_index,0
position,Midfielder
