entry,value
player_id,24
web_name,Begovic
team,Bournemouth
first_name,Asmir
second_name,Begovic
cost_end,4.3
value_form,0.0
value_season,14.7
cost_change_start,-2
cost_start,6.3
dreamteam_count,0
selected_by_percent,2.7
total_points,63
ppg,2.6
minutes,2160
goals_scored,0
assists,0
clean_sheets,5
goals_conceded,47
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,59
bonus,4
bps,363
influence,440.6
creativity,0.0
threat,0.0
ict_index,44.2
ea_index,0
position,Goalkeeper
