entry,value
player_id,222
web_name,Evans
team,Leicester
first_name,Jonny
second_name,Evans
cost_end,4.8
value_form,1.1
value_season,16.0
cost_change_start,-0.2
cost_start,5.0
dreamteam_count,0
selected_by_percent,0.4
total_points,77
ppg,3.2
minutes,1993
goals_scored,1
assists,0
clean_sheets,8
goals_conceded,26
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,3
bps,418
influence,460.0
creativity,66.1
threat,158.0
ict_index,68.5
ea_index,0
position,Defender
