entry,value
player_id,211
web_name,Mounie
team,Huddersfield
first_name,Steve
second_name,Mounie
cost_end,5.8
value_form,0.2
value_season,11.9
cost_change_start,-0.2
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.2
total_points,69
ppg,2.2
minutes,1767
goals_scored,2
assists,4
clean_sheets,5
goals_conceded,38
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,1
saves,0
bonus,4
bps,153
influence,226.4
creativity,251.7
threat,788.0
ict_index,123.9
ea_index,0
position,Forward
