entry,value
player_id,288
web_name,Valencia
team,Man Utd
first_name,Antonio
second_name,Valencia
cost_end,6.4
value_form,0.0
value_season,2.7
cost_change_start,-0.1
cost_start,6.5
dreamteam_count,0
selected_by_percent,0.7
total_points,17
ppg,2.8
minutes,466
goals_scored,0
assists,0
clean_sheets,2
goals_conceded,5
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,1
bps,92
influence,61.4
creativity,111.2
threat,6.0
ict_index,17.9
ea_index,0
position,Defender
