entry,value
player_id,184
web_name,Sessegnon
team,Fulham
first_name,Ryan
second_name,Sessegnon
cost_end,6.0
value_form,0.4
value_season,15.7
cost_change_start,-0.5
cost_start,6.5
dreamteam_count,0
selected_by_percent,1.9
total_points,94
ppg,2.7
minutes,2291
goals_scored,2
assists,7
clean_sheets,3
goals_conceded,60
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,3
bps,295
influence,410.4
creativity,468.3
threat,438.0
ict_index,132.0
ea_index,0
position,Midfielder
