entry,value
player_id,266
web_name,Danilo
team,Man City
first_name,Danilo Luiz
second_name,da Silva
cost_end,4.8
value_form,0.1
value_season,9.6
cost_change_start,-0.7
cost_start,5.5
dreamteam_count,1
selected_by_percent,0.6
total_points,46
ppg,4.2
minutes,805
goals_scored,1
assists,0
clean_sheets,4
goals_conceded,7
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,7
bps,202
influence,165.2
creativity,118.0
threat,99.0
ict_index,38.2
ea_index,0
position,Defender
