entry,value
player_id,320
web_name,Atsu
team,Newcastle
first_name,Christian
second_name,Atsu
cost_end,5.1
value_form,1.0
value_season,10.8
cost_change_start,-0.4
cost_start,5.5
dreamteam_count,0
selected_by_percent,0.1
total_points,55
ppg,2.0
minutes,1481
goals_scored,1
assists,1
clean_sheets,6
goals_conceded,18
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,0
bps,175
influence,218.8
creativity,273.0
threat,331.0
ict_index,82.3
ea_index,0
position,Midfielder
