entry,value
player_id,570
web_name,Slattery
team,Southampton
first_name,Callum
second_name,Slattery
cost_end,4.5
value_form,0.0
value_season,0.9
cost_change_start,0.0
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.0
total_points,4
ppg,1.3
minutes,110
goals_scored,0
assists,0
clean_sheets,0
goals_conceded,1
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,0
red_cards,0
saves,0
bonus,0
bps,12
influence,15.8
creativity,2.6
threat,24.0
ict_index,4.2
ea_index,0
position,Midfielder
