entry,value
player_id,514
web_name,Mbenza
team,Huddersfield
first_name,Isaac
second_name,Mbenza
cost_end,5.9
value_form,0.6
value_season,6.4
cost_change_start,-0.1
cost_start,6.0
dreamteam_count,0
selected_by_percent,0.0
total_points,38
ppg,1.7
minutes,977
goals_scored,1
assists,1
clean_sheets,0
goals_conceded,25
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,127
influence,110.4
creativity,118.5
threat,174.0
ict_index,40.0
ea_index,0
position,Midfielder
