entry,value
player_id,62
web_name,Murray
team,Brighton
first_name,Glenn
second_name,Murray
cost_end,6.1
value_form,0.9
value_season,21.1
cost_change_start,-4
cost_start,10.1
dreamteam_count,1
selected_by_percent,2.8
total_points,129
ppg,3.4
minutes,2501
goals_scored,13
assists,1
clean_sheets,4
goals_conceded,45
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,5
red_cards,0
saves,0
bonus,16
bps,337
influence,478.0
creativity,190.0
threat,835.0
ict_index,148.1
ea_index,0
position,Forward
