entry,value
player_id,253
web_name,Salah
team,Man Utd
first_name,Mohamed
second_name,Salah
cost_end,13.2
value_form,0.7
value_season,19.6
cost_change_start,2
cost_start,11.2
dreamteam_count,6
selected_by_percent,33.9
total_points,259
ppg,6.8
minutes,3254
goals_scored,22
assists,12
clean_sheets,21
goals_conceded,20
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,18
bps,687
influence,1186.8
creativity,973.9
threat,2168.0
ict_index,432.7
ea_index,0
position,Midfielder
