entry,value
player_id,448
web_name,Gibbs-White
team,West Brom
first_name,Morgan
second_name,Gibbs-White
cost_end,4.3
value_form,0.2
value_season,8.6
cost_change_start,-2
cost_start,6.3
dreamteam_count,0
selected_by_percent,0.5
total_points,37
ppg,1.4
minutes,645
goals_scored,0
assists,1
clean_sheets,4
goals_conceded,12
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,113
influence,73.2
creativity,181.1
threat,72.0
ict_index,32.5
ea_index,0
position,Midfielder
