entry,value
player_id,224
web_name,Albrighton
team,Leicester
first_name,Marc
second_name,Albrighton
cost_end,5.1
value_form,0.5
value_season,12.4
cost_change_start,-0.4
cost_start,5.5
dreamteam_count,0
selected_by_percent,0.3
total_points,63
ppg,2.3
minutes,1617
goals_scored,2
assists,2
clean_sheets,5
goals_conceded,17
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,0
bonus,4
bps,279
influence,371.2
creativity,446.8
threat,242.0
ict_index,106.1
ea_index,0
position,Midfielder
