entry,value
player_id,213
web_name,Schmeichel
team,Leicester
first_name,Kasper
second_name,Schmeichel
cost_end,5.0
value_form,1.1
value_season,24.0
cost_change_start,0.0
cost_start,5.0
dreamteam_count,1
selected_by_percent,4.7
total_points,120
ppg,3.2
minutes,3420
goals_scored,0
assists,0
clean_sheets,10
goals_conceded,48
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,3
red_cards,0
saves,90
bonus,6
bps,618
influence,756.8
creativity,10.0
threat,4.0
ict_index,76.9
ea_index,0
position,Goalkeeper
