entry,value
player_id,500
web_name,Traoré
team,West Brom
first_name,Adama
second_name,Traoré
cost_end,5.1
value_form,0.1
value_season,8.6
cost_change_start,-4
cost_start,9.1
dreamteam_count,0
selected_by_percent,0.3
total_points,44
ppg,1.5
minutes,884
goals_scored,1
assists,1
clean_sheets,1
goals_conceded,13
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,2
bps,182
influence,223.4
creativity,271.3
threat,265.0
ict_index,75.8
ea_index,0
position,Midfielder
