entry,value
player_id,143
web_name,Sakho
team,Crystal Palace
first_name,Mamadou
second_name,Sakho
cost_end,4.9
value_form,0.0
value_season,18.0
cost_change_start,-0.1
cost_start,5.0
dreamteam_count,0
selected_by_percent,1.2
total_points,88
ppg,3.3
minutes,2416
goals_scored,0
assists,0
clean_sheets,9
goals_conceded,35
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,2
red_cards,0
saves,0
bonus,13
bps,533
influence,540.6
creativity,78.2
threat,47.0
ict_index,66.6
ea_index,0
position,Defender
