entry,value
player_id,204
web_name,Williams
team,Huddersfield
first_name,Danny
second_name,Williams
cost_end,4.5
value_form,0.0
value_season,1.3
cost_change_start,0.0
cost_start,4.5
dreamteam_count,0
selected_by_percent,0.0
total_points,6
ppg,1.2
minutes,94
goals_scored,0
assists,0
clean_sheets,1
goals_conceded,1
own_goals,0
penalties_saved,0
penalties_missed,0
yellow_cards,1
red_cards,0
saves,0
bonus,0
bps,12
influence,8.6
creativity,11.4
threat,1.0
ict_index,2.0
ea_index,0
position,Midfielder
